#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
473,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E3,18,3,4,5,,,,,,,,,
474,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E4,18,3,4,5,,,,,,,,,
475,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E5,17,3,5,5,,,,,,,,,
476,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E8,17,3,5,5,,,,,,,,,
477,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,E∑,36,6,8,10,0,0,0,0,0,0,0,0,0
478,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,T,4830,,,,,,,,,,,,
479,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,D,55,0,,,,,,,,,,,
480,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,8,TRUE,12,62295,0,99,0,6,1,0,RODRIGUEZ,Alexander,CUB,01/01/0001,,2,16330,3,0,0,H,240,240,0,,,,,,,,,,
481,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E1,79,1,2,0,1,3,2,1,2,3,3,3,
482,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E2,75,1,2,1,1,2,2,2,3,4,4,3,
483,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E3,83,1,1,0,1,2,1,2,2,2,3,2,
484,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E4,81,1,1,0,1,2,2,2,2,3,3,2,
485,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E5,81,1,1,0,1,2,2,2,3,2,3,2,
486,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E8,81,1,1,1,0,2,2,1,2,2,4,3,
487,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,E∑,162,2,2,0,2,4,4,4,4,5,6,5,0
488,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,T,15455,,,,,,,,,,,,
489,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,D,31,0,,,,,,,,,,,
490,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,1,43755,10,0,0,H,900,900,0,,,,,,,,,,
491,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E1,41,2,3,1,0,3,,,,,,,
492,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E2,40,2,3,1,1,3,,,,,,,
493,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E3,39,2,3,2,1,3,,,,,,,
494,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E4,38,3,3,2,1,3,,,,,,,
495,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E5,40,2,3,1,1,3,,,,,,,
496,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E8,41,2,2,1,1,3,,,,,,,
497,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,E∑,80,4,6,2,2,6,0,0,0,0,0,0,0
498,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,T,7655,,,,,,,,,,,,
499,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,D,45,0,,,,,,,,,,,
500,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,9,TRUE,11,68910,0,99,0,10,1,0,VALENCIA,Miguel,PER,01/01/0001,,2,25155,5,0,0,H,500,500,0,,,,,,,,,,
501,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E1,92,0,0,1,0,1,1,1,1,0,1,2,
502,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E2,90,0,0,1,1,2,1,2,1,0,2,0,
503,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E3,91,0,0,0,1,1,1,2,2,0,2,0,
504,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E4,90,0,0,0,0,2,1,2,2,0,2,1,
505,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E5,90,0,0,0,1,1,1,2,2,0,1,2,
506,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E8,89,0,0,0,1,1,1,2,2,0,2,2,
507,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,E∑,179,0,0,0,2,2,2,4,4,0,4,3,0
508,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,T,16325,,,,,,,,,,,,
509,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,D,58,0,,,,,,,,,,,
510,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,1,49825,10,0,0,H,980,980,0,,,,,,,,,,
511,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E1,65,1,2,1,3,2,2,2,2,,,,
512,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E2,64,0,2,2,3,2,2,3,2,,,,
513,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E3,60,2,3,2,3,3,2,3,2,,,,
514,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E4,63,1,2,2,2,3,2,3,2,,,,
515,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E5,62,2,3,2,2,2,1,3,3,,,,
516,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E8,63,1,2,2,3,2,2,3,2,,,,
517,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,E∑,126,2,4,4,6,4,4,6,4,0,0,0,0
518,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,T,12570,,,,,,,,,,,,
519,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,D,119,0,,,,,,,,,,,
520,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,10,TRUE,7,94195,0,99,0,8,1,0,LORIA,Luis,MEX,01/01/0001,,2,44370,8,0,0,H,730,730,0,,,,,,,,,,
521,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E1,79,0,0,0,1,0,3,2,2,3,,,
522,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E2,77,0,0,0,1,1,3,3,2,3,,,
523,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E3,81,0,0,0,0,0,2,2,2,3,,,
524,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E4,80,0,0,0,0,1,2,2,2,3,,,
525,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E5,80,0,0,0,1,0,2,3,2,2,,,
526,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E8,77,0,1,0,1,1,3,2,2,3,,,
527,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,E∑,158,0,0,0,2,1,5,4,4,6,0,0,0
528,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,T,15615,,,,,,,,,,,,
529,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,D,34,0,,,,,,,,,,,
530,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,1,42815,9,0,0,H,800,800,0,,,,,,,,,,
531,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E1,79,2,2,2,2,1,2,2,2,2,3,1,
532,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E2,79,1,2,2,2,2,2,2,2,3,2,1,
533,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E3,81,1,2,2,3,1,2,2,1,2,3,0,
534,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E4,80,2,2,1,2,2,2,2,2,2,2,1,
535,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E5,83,2,2,1,2,1,1,1,1,2,3,1,
536,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E8,82,1,2,2,2,1,1,1,2,2,3,1,
537,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,E∑,159,3,4,4,4,2,4,4,4,4,6,2,0
538,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,T,16585,,,,,,,,,,,,
539,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,D,136,0,,,,,,,,,,,
540,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,11,TRUE,6,98100,0,99,0,4,1,0,CHARTIER,Jeremy,CAN,01/01/0001,,2,55285,10,0,0,H,920,920,0,,,,,,,,,,
541,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E1,89,0,1,1,0,1,0,0,1,2,3,2,
542,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E2,87,1,0,2,0,1,1,1,1,2,3,1,
543,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E3,88,1,0,1,1,0,0,1,1,2,3,2,
544,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E4,92,1,0,0,0,1,0,0,1,2,2,1,
545,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E5,92,0,0,1,0,1,0,1,0,2,2,1,
546,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E8,89,0,1,1,1,1,0,0,0,3,3,1,
547,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,E∑,180,1,0,2,0,2,0,1,2,4,6,2,0
548,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,T,16715,,,,,,,,,,,,
549,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,D,52,0,,,,,,,,,,,
550,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Masculino,Qualification,1,,12,TRUE,1,105920,0,99,0,11,1,0,GLUCKSTEIN,Jeffrey,USA,01/01/0001,,1,49315,10,0,0,H,940,940,0,,,,,,,,,,
